"Word","Part of speech","Affixation","Meaning","Example","English example","page"
"pu’ása","noun","","","","fasting.","234"
"pú’as","verb","","","","","234"
"pruwéba","noun","","","","","234"
"prútas","noun","","","","fruit.","234"
"prupíta","noun","","","","","234"
"prophet.","verb","","","","","234"
"protésta","noun","","","","","234"
"propesór","noun","","","","professor.","234"
"prográma","noun","","","","program.","234"
"probléma","noun","","","","problem.","234"
"probínsya","noun","","","","","234"
"probár","verb","","","","","234"
"probár","verb","","","","","234"
"príto","adjective","","","","","234"
"fried.","verb","","","","","234"
"príso","noun","","","","","234"
"prinsipál","noun","/mag-/; /mag-,-un/","207 /mag-/ to fast, to abstain from eating regular meals for penance. Nagpu’ása ang mangá katóliko. The Catholics fasted. /mag-/ to calm, to ease, to become less strong. Nagpú’as ang mabáskug nga hángin. The strong wind eased. proof, evidence. /mag-,-un/ to complain, to protest. Nagprotésta ang napyérde nga kandidáto.","Nagprotésta ang napyérde nga kandidáto.","protest, complain.","234"
"púgut","verb","","","","","235"
"pugúng","verb","","","","","235"
"pugún","noun","","","","","235"
"púgad","noun","","","","nest.","235"
"púga’","verb","","","","","235"
"púdag","verb","","","","","235"
"púksi’","verb","","","","","235"
"púkpuk","verb","","","","","235"
"púkaw","verb","","","","","235"
"pukatúd","noun","","","","elevation.","235"
"púkan","verb","","","","","235"
"puká","verb","","","","","235"
"públiku","noun","/mag-,-an/; /mag-,-un/","public. 208 /mag-,-an/ to cut off the head, to behead. Ginpugútan sa ng úlu ang manúk. The head of the chicken was cut off. /mag-,-an/ to repress, to stop, to control. Nagpugúng akú kay Noél pára índi’ sya magsunúd. I controlled Noel so that he will not follow.","Nagpugúng akú kay Noél pára índi’ sya magsunúd.","/mag-,-un/ to squeeze so as to extract liquid.","235"
"púlu","noun","","","","","236"
"púlsu","noun","","","","pulse.","236"
"pulséras","noun","","","","bracelet.","236"
"púlpug","verb","","","","","236"
"pulís","noun","","","","","236"
"púling","verb","","","","","236"
"púli","verb","","","","","236"
"pulgáda","noun","","","","inch.","236"
"púlbus","noun","","","","","236"
"púlbura","noun","","","","","236"
"puláw","verb","","","","","236"
"púlak","verb","","","","","236"
"púlak","verb","","","","","236"
"pulá","adjective","","","","","236"
"púhun","verb","","","","","236"
"púhag","verb","/mag-,-un/; /ma-/; /mag-/","209 handle of a knife. /mag-,-un/ to drive or mash with a hammer. policeman, cop. /ma-/ to have a for eign object in the eye. Napúling si Noél. Noel has something in his eye. /mag-/ to take si des in a fight, to ally with. Nagpúli si José kay Ricárdo. Jose si ded with Ricardo.","Jose si ded with Ricardo.","gun powder.","236"
"púnung","noun","","","","fishpond.","237"
"punú’an","noun","","","","","237"
"punú’an","verb","","","","","237"
"punú’","adjective","","","","","237"
"púnu’","noun","","","","","237"
"púnu’","verb","","","","","237"
"puní","noun","","","","decoration.","237"
"púnda","noun","","","","pillow case.","237"
"púnaw","verb","","","","","237"
"púnaw","verb","","","","","237"
"púna’","noun","","","","net.","237"
"pumpyáng","noun","","","","cymbal.","237"
"púlut","verb","","","","","237"
"pulús","noun","","","","","237"
"pulús","verb","","","","","237"
"púlung","noun","","","","","237"
"púlu’","noun","/mag-,-un/; /ma-/","island. 210 beginning, start, authority, leader. /mag-,-un/ to fill to capacity. Ginpunú’ ku sa ng túbig ang botélya. I filled the bottle with water. full to capacity. tree trunk, leader, chief. /mag-,-un/ to decorate, to deck. /ma-/ to faint, to feel dizzy. Napúnaw akú sa ka’ínit.","Napúnaw akú sa ka’ínit.","/mag-,-un/ to trap in a net, to weave a net.","237"
"message, word, advice.","numeral","","","variant of napúlu’.","P","237"
"pús’ang","verb","","","","","238"
"púsad","verb","","","","","238"
"pusá’","verb","","","","","238"
"púrung","noun","","","","","238"
"púru","adverb","","","","purely, all.","238"
"púrma","noun","","","","","238"
"pú’pu’","verb","","","","","238"
"púngsud","noun","","","","","238"
"púngsud","verb","","","","","238"
"púngpung","noun","","","","","238"
"púnggul","verb","","","","","238"
"púnggud","noun","","","","","238"
"pungku’","verb","","","","","238"
"pungá","adjective","","","","","238"
"púnyus","noun","","","","wrist, cuff.","238"
"púntus","noun","","","","","238"
"púnta","noun","/mag-,-un/; /mag-/; /ma-/","211 /mag-,-un/ to throw down on the floor, to put down with a bang. Ginpús’ang ku ang líbro. I threw the book down. /mag-/ to pace up and down ang rily, to stamp the feet in ang er. /ma-/ to break, to crack. Napusá’ ang báso. The glass broke. crown, veil, head cover.","Napusá’ ang báso.","/mag-,-un/ to pluck from the plant or tree, to pick, to harvest.","238"
"pu’úk","noun","","","","place.","239"
"putyúkan","noun","","","","beehive.","239"
"putút","adjective","","","","","239"
"putút","verb","","","","","239"
"putús","noun","","","","","239"
"putús","adjective","","","","","239"
"pútul","verb","","","putí’","","239"
"púswit","verb","","","","","239"
"pús’un","noun","","","","abdomen.","239"
"púsud","noun","","","","","239"
"púsu’","noun","","","","","239"
"púsu’","verb","","","","","239"
"pústa’","noun","","","","stake, bet.","239"
"puspurú","noun","","","","","239"
"puspurú","verb","","","","","239"
"púsnga","noun","","","","snort, pant.","239"
"púsdak","verb","/mag-,-un/","212 of people, short. /mag-,-un/ to wrap, to tie into a package, to pack. wrapper, cover. severed, cut, broken off.","","/mag-,-un/ to sever, to cut off.","239"
"ang káhuy. I broke the wood.","adjective","/ma-/; /mag-/; /mag-,-un/","white, fair in complexion.; /ma-/ white. /mag-/ to burst through a small opening with force, especially of liquids. Nagpúswit ang túbig sa túbu. The water burst through the tube. navel, belly but ton. heart, banana flower. /mag-,-un/ to bet, to put up as stake. match, match stick.","Nagpúswit ang túbig sa túbu.","/mag-,-un/ to throw down, to drop with considerable force.","239"
"pyésta","noun","","","","","240"
"pyésas","noun","","","","spare parts.","240"
"pyérde","verb","","","","","240"
"pyé","noun","","","","","240"
"pyé","verb","","","","","240"
"pyánsa","noun","","","","","240"
"pyáno","noun","","","","piano.","240"
"pwertáhan","noun","","","","door.","240"
"pwérta","noun","","","","door, gate.","240"
"púyus","verb","","","","","240"
"puyú’","verb","","","","","240"
"puyú","noun","","","","","240"
"púyu","noun","","","","","240"
"pu’út","verb","","","","","240"
"pu’úd","noun","/ma-,-un/; /mag-,-un/","213 fiesta, religious feast of a patron sa int which is celebrated with pomp and carnivalistic tradition. /ma-,-un/ to be defeated, to lose, to give up. Napyérde akú sa ng duhá ka gatús sa búlang. I lost two hundred in the cockfight.","Napyérde akú sa ng duhá ka gatús sa búlang.","/mag-,-un/ to set bail, to bail out, to put a bond.","240"
"bond, bail money.","adverb","/mag-,-un/; /mag-, -an/; /mag-, ma-/","all right, can be, its possible, certainly, yes. /mag-,-un/ to bind, to wrap up. Nagpúyus si Nánay sa ng pagká’un. Mother wrapped up some food. /mag-, -an/ to live, to dwell, to reside. Nagpuyú’ si lá sa Mindanáo. They lived in Mindanao. mudfish, freshwater fish. cloth sa ck, cloth bag with a drawstring. /mag-, ma-/ to lie for ambush, to hide, to conceal. Napú’ut akú sa kẃarto.","Napú’ut akú sa kẃarto.","country, nation.","240"
"rénta","noun","","","","rent.","241"
"rénda","noun","","","","bridle.","241"
"relyéno","noun","","","","","241"
"reló","noun","","","","","241"
"reló","verb","","","","","241"
"regálo","noun","","","","","241"
"gift, present.","verb","","","","","241"
"reklámo","noun","","","","","241"
"rebólber","noun","","","","gun, revolver.","241"
"ráyna","noun","","","","","241"
"rásras","verb","","","","","241"
"rántsu","noun","","","","ranch.","241"
"rámas","verb","","","","","241"
"rádyo","noun","","","","radio.","241"
"rábrab","verb","","","","","241"
"rabanús","noun","/mag-,-an/; /mag-,-un/","radish. 214 /mag-,-an/ to rent, to hire. stuffed chicken or fish. time piece, wrist watch. /mag-,-un/ to give a present. /mag-,-un/ to complain. Nagreklámo akú sa direktór. I complained to the director. complaint, discontent.","Nagreklámo akú sa direktór.","/mag-,-un/ to slash, of clothing, to slit or to take out the stitching.","241"
"rwéda","noun","","","","wheel.","242"
"rúsdak","verb","","","","","242"
"rúmpag","verb","","","","","242"
"rósas","noun","","","","rose flower.","242"
"rosál","noun","","","","gardenia.","242"
"rósa","adjective","","","","pink.","242"
"románsa","noun","","","","romance.","242"
"ritásu","noun","","","","remnant.","242"
"rípa","noun","","","rimís","","242"
"rílis","noun","","","","","242"
"rikádo","noun","","","","","242"
"réyna","noun","","","","queen.","242"
"retráto","noun","","","","","242"
"retobádo","adjective","","","","naughty, impish.","242"
"resúlta","noun","","","","","242"
"resíta","noun","","","","","242"
"resíbo","noun","","","","receipt.","242"
"reputasyon","noun","","","","reputation.","242"
"representánte","noun","","","","","242"
"repólyo","noun","/ma-/; /mag-,-un/","cabbage. 215 /ma-/ to collapse, to fall over. Narúsdak ang baláy nga dá’an. The old house collapsed. /mag-,-un/ to destroy, to ruin, to take apart.","Ginrúmpag ku ang bálaybálay.","I tore down the play house.","242"
"raffle, lottery.","adjective","/ma-/","delicious, tasty. train rail, railroad tracks. seasoning, spice. picture, snapshot. result, conclusion. prescription of a doctor.","","representative, congressman.","242"
"sáblay","verb","","","","","243"
"sáblag","verb","","","","","243"
"sáb’it","verb","","","","","243"
"sa báw","noun","","","","","243"
"broth, soup.","verb","","","","","243"
"sa bát","noun","","","Sa badó","","243"
"sa bát","noun","","","","Sa turday.","243"
"sábad","adjective","","","","","243"
"sábad","verb","","","","","243"
"sábak","noun","","","","lap.","243"
"sába’","verb","","","","","243"
"sába’","verb","","","","","243"
"sá’ad","noun","/mag-,-un/; /mag-/","promise, vow. sa 216 /mag-,-un/ to hang clothes or cloth. Nagsáblay akú sa ng báyu’. I hung a dress. /mag-,-un/ to compromise, to meet half way. Nagsáblag si José kay Alfrédo. Jose compromised with Aflredo. /mag-/ to hang to accidentally, to put on. Nagsáb’it ang dalága sa ng búlak sa buhúk.","Nagsáb’it ang dalága sa ng búlak sa buhúk.","/mag-,-un/ to respond, to answer.","243"
"promised to come here.","adverb","","","","by, on, at, in, relational","243"
"promised to come here.","particle","",".","","S","243"
"sáklaw","verb","","","","","244"
"sa kít","noun","","","","","244"
"sákdag","verb","","","","","244"
"sa káy","verb","","","","","244"
"sa kadéro","noun","","","","","244"
"sa káda","noun","","","","","244"
"sáka’","verb","","","","","244"
"sábya","verb","","","","","244"
"sábwag","verb","","","","","244"
"sáb’ug","verb","","","","","244"
"sa búd","verb","","","","","244"
"sábnit","verb","","","","","244"
"sáblig","verb","/mag-/; /ma-/; /mag-,-un/","217 /mag-/ to feel slighted. Nagsáklaw akú. I felt slighted. /ma-/ painful, sorrowful. /mag-/ to be painful, to be hurt, to feel bad about. illness, pain, grief, sorrow. /mag-,-un/ to help, to sustain, to support, to aid. Ginsákdag nákun ang duhá ka báta’. I supported the two children.","Ginsákdag nákun ang duhá ka báta’.","sugarcane field laborer.","244"
"sa gáng","verb","","","","","245"
"sa gáhay","verb","","","","","245"
"ság’a","verb","","","","","245"
"ság’a","adjective","","","","","245"
"sádya","noun","","","","","245"
"sádya","adverb","","","","before, in the past.","245"
"sádtu","deictic","","","","","245"
"sákut","verb","","","","","245"
"sákut","verb","","","","","245"
"sákup","noun","","","","","245"
"sákup","verb","","","","","245"
"sákup","adjective","","","","","245"
"sáku’","noun","","","","","245"
"sáku","noun","","","","","245"
"sáku","verb","","","","","245"
"sáksi","noun","","","","witness.","245"
"sáksak","verb","/mag-,-un/; /mag-/; /mag-,-an/; /ma-/; /ka-/","218 /mag-,-un/ to prevent, to protect oneself, to defend. Ginsagáng ku ang íya bayú. I defended myself from his blow. /mag-/ to overflow, to pour out abundantly. Nagsagáhay ang túbig sa kúlun. Water overflowed from the pot. /mag-,-an/ to throw out water, to drain. /ma-/ happy, cheerful, joyful.","Nagsagáhay ang túbig sa kúlun.","those (far from both the speaker and the listener).","245"
"sa hí’","adjective","","","","","246"
"sáha’","noun","","","","","246"
"ságyud","verb","","","","","246"
"sa gúp","verb","","","","","246"
"sa gúp","verb","","","","","246"
"sa g’úli’","noun","","","","","246"
"sa gúd","verb","","","","","246"
"ság’ub","verb","","","","","246"
"ságnuy","verb","","","","","246"
"sa gír’um","adjective","","","","","246"
"ságing","noun","","","","banana.","246"
"ságbut","noun","","","","","246"
"sa gawák","verb","","","","","246"
"ság’ang","noun","/pina-/; /mag-/; /mag-,-un/","chin. 219 /pina-/ special, distinct, distinguished. bulb, seedling, young plant grown from the root of the mother plant. /mag-/ to trail behind as a train, to be too long so as to to uch the floor or ground. Nagságyud ang kurtína. The curtain to uched the floor. /mag-,-un/ to sa ve, to rescue.","Ginsagúp ku ang duhá ka báta’ sa báybay.","I rescued two children on the beach.","246"
"sa lawáhan","adjective","","","","fickle, unfaithful.","247"
"sa lápu’","verb","","","","","247"
"sálap","noun","","","","","247"
"fish net.","verb","","","","","247"
"sa lápid","noun","","","","braid.","247"
"sa lapí’","noun","","","","","247"
"sa lampáti","noun","","","","dove.","247"
"sa lamíng","noun","","","","mirror.","247"
"sa lámat","idiom","","","","thank you.","247"
"sa lámat","noun","","","","","247"
"sa lákay","verb","","","","","247"
"sa lákay","verb","","","","","247"
"sa lá’","noun","","","","","247"
"sa lá’","verb","","","","","247"
"sála’","noun","/-an/","","","strainer.","247"
"sála","noun","","","","","247"
"sa húg","verb","","","","","247"
"sa hú’","verb","/ma-/; /mag-,-un/; /-ero/; /mag-/","220 /ma-/ to detect, to catch red-handed, to find. Nasalápu’ sa ng pulís ang kriminál. The policeman caught the criminal. /mag-,-un/ to plait, to braid, to twist. Ginsalápid ku ang akun buhúk. I braided my hair. fifty centavo piece. magic; /-ero/ magician. /mag-,-un/ to overthrow, to attack. /mag-/ to make a mistake, to commit an error.","Nagsalá’ akú.","I made a mistake.","247"
"sa lú","verb","","","","","248"
"sa lsálun","noun","","","","iron, metal.","248"
"sálsal","verb","","","","","248"
"sálsal","adjective","","","","or ange.","248"
"sálmon","noun","","","","","248"
"sa lipádpad","verb","","","","","248"
"sa lipádpad","verb","","","","","248"
"sa lín","noun","","","","","248"
"sa lín","verb","","","","","248"
"sa limú’ang","adjective","","","","delirious.","248"
"sa limpapáw adj","verb","","","","","248"
"sálig","noun","","","","","248"
"sa lída","noun","","","","","248"
"sa liká’","verb","","","","","248"
"sa lbáhe","adjective","","","","","248"
"sa láwsaw","noun","/mag-,-un/; /mag-/; /mag-,-an/","221 /mag-,-un/ to catch. /mag-,-un/ to forge, to hammer. sa rdines, sa lmon. /mag-/ to fling, to throw away. /mag-,-an/ to leave something behind, to keep, to store for some other time. Nagsalín si lá sa ng pagká’un pára bwas. They left some food for to morrow.","Nagsalín si lá sa ng pagká’un pára bwas.","/mag-,-un/ to be delirious, to rave.","248"
"sámay","adjective","","","","","249"
"striped, lined.","verb","","","","","249"
"sa mád","noun","","","","","249"
"sál’ut","verb","","","","","249"
"sa lusálu","verb","","","","","249"
"sálup","verb","","","","","249"
"sálum","verb","","","","","249"
"sálug","verb","","","","","249"
"sa lúg","noun","","","","","249"
"floor.","verb","","","","","249"
"sa lúdu","noun","","","","sa lute, bow.","249"
"sálud","verb","","","","","249"
"sa lúk","verb","","","","","249"
"sálu","verb","/mag-,-un/; /ma-,-un/; /mag-/","222 /mag-,-un/ to line with stripes. /ma-,-un/ to wound, to injure, to destroy. Ginsámad ku ang kahún. I destroyed the box. wound, injured part. /mag-,-un/ to insert, to get between. /mag-/ to have a feast, to hold a banquet. /mag-/ to go down, to disappear, to penetrate. Nagsálup ang lánsang sa tápi’.","Nagsálup ang lánsang sa tápi’.","/mag-,-un/ to dive for, to si nk in.","249"
"sándad","verb","","","","","250"
"sándad","verb","","","","","250"
"sánag","adjective","","","","","250"
"sánag","verb","","","","","250"
"sámuk","noun","","","","","250"
"sámu’","verb","","","sámtang","","250"
"sámput","verb","","","","","250"
"sámpuk","verb","","","","","250"
"sa mpátun","noun","","","","expert, sa ge.","250"
"sa mpátun","noun","","","","native jasmin.","250"
"sámbud","verb","","","","","250"
"sámbit","verb","","","","","250"
"sámbil","verb","","","","","250"
"sámbag","noun","/ma-/; /mag-/; /mag-,-un/","tamarind. 223 /ma-/ to knock over and fall, to stumble. Nasándad si Lucía. Lucia stumbled. /mag-/ to be clear, to shine. Nagsánag ang ádlaw. The sun shone. /ma-/ bright, shiny. /mag-,-un/ to bother, to cause trouble, to make noise. Nagsámuk lang ikáw sa kláse.","Nagsámuk lang ikáw sa kláse.","noise, trouble, bother.","250"
"/mag-,-un/ to dilute, to mix to gether.","conjunction","/mag-,-an/","meanwhile, while, meantime.","","/mag-,-an/ to come to, to reach, to arrive at.","250"
"man-to-man combat.","adverb","/ma-/; /mag-,-un/","always, regularly. /mag-,-un/ to wind, to bind, to roll, to twist, to get entangled. Nagsámbud ang kalát sa káhuy. The rope was bound around the tree. /mag-,-un/ to refer to, to mention. /mag-,-un/ to quirk.","Nagsámbil ang ákun bibíg.","My lips quirked.","250"
"sángkad","noun","","","","","251"
"sa ngá","noun","","","","","251"
"sáng","particle","","","","","251"
"sán’u","adverb","","","","when.","251"
"sán’u","adjective","","","","sa intly, holy.","251"
"sántus","noun","","","","sa int.","251"
"sántu’","verb","","","","","251"
"sántu","noun","","","","","251"
"sánting","adjective","","","","","251"
"sánlag","verb","","","","","251"
"sánlag","verb","","","","","251"
"sánduk","noun","","","","","251"
"sa ndíya","noun","","","","","251"
"sándig","verb","","","","","251"
"sa ndí’ay","verb","","","","","251"
"sánday","particle","","","","224","251"
"sánday","adjective","/ka-/","well-equipped, complete. /ka-/ width, breadth, broadness.","","branch, bough, twig.","251"
"indefinite","noun","","","","marker.","251"
"indefinite","particle","/mag-/; /ma-/; /mag-,-un/","for past time. Nag’abút si lá sa ng Domínggo. They arrived last Sunday. /mag-/ to harmonize, to agree, to be of the sa me opinion. Nagsántu’ ang ámun iśip. We agreed. variant of sántus. /ma-/ of string or ropes, tight. /mag-,-un/ to fry, to cook in oil. Nagsánlag akú sa ng maní. I fried some peanuts.","Nagsánlag akú sa ng maní.","ladle, big spoon.","251"
"sápul","verb","","","","","252"
"sa pú","verb","","","","","252"
"sápsap","verb","","","","","252"
"sa pátus","noun","","","","shoe.","252"
"sa patéro","noun","","","","shoemaker.","252"
"sápat","noun","","","","insect.","252"
"sa pá’sápa’","noun","","","","","252"
"sa pák","verb","","","","","252"
"sa pá’","noun","","","","","252"
"sánglit","conjunction","","","","even if, meanwhile.","252"
"sánghid","verb","","","","","252"
"sa nggá","noun","","","","","252"
"sa nggá","verb","","","","","252"
"sa nggá","noun","/mag-,-un/; /ma-…-an/","225 /mag-,-un/ to confer, to talk things over. Nagsápul ang mangá konsehál kag ang Máyor. The councilors and the Mayor had a conference. /ma-…-an/ to discover, to find out. Nasapú’an ku ang dúlsi sa púyu.","Nasapú’an ku ang dúlsi sa púyu.","/mag-,-un/ to chop so as to make even, to smoothen.","252"
"sa wáy","noun","","","","","253"
"sáw’a","adjective","","","","","253"
"sáw’a","verb","","","","","253"
"sá’ut","noun","","","","dance.","253"
"sa ’úlug","verb","","","","","253"
"sa ’úlu","verb","","","","","253"
"sát’um","verb","","","","","253"
"sástre","noun","","","","tailor.","253"
"sa rút","noun","","","","","253"
"sa rsyádo","noun","","","","","253"
"sársa","noun","","","","sa uce, gravy.","253"
"sárisári","adjective","","","","","253"
"sa rí","noun","","","","class, kind.","253"
"sa ráng","verb","","","","","253"
"sa pút","verb","","","","","253"
"sa púpu","verb","/ma-/; /mag-,-un/; /-un; ma-…-an/","226 brass metal, criticism. /ma-/ immoral, indecent. /mag-,-un/ to dance. /mag-,-un/ to celebrate. Ginsa’úlug námun ang íya ka’adláwan. We celebrated his birthday. /mag-,-un/ to memorize, to remember. /-un; ma-…-an/ to know, to recognize. Nasat’umán ku ang natabú’.","Nasat’umán ku ang natabú’.","pest, plague, epidemic.","253"
"sélyo","noun","","","","","254"
"segúro","noun","","","","insurance.","254"
"séda","noun","","","","si lk.","254"
"sekréto","noun","","","","secret.","254"
"sekretaŕya","noun","","","","secretary.","254"
"Sebuáno","noun","","","","","254"
"sa yúp","verb","","","","","254"
"sáyud","verb","","","","","254"
"sáyud","noun","","","","","254"
"sáysay","verb","","","","","254"
"sáylu","verb","","","","","254"
"sa yásat","verb","","","","","254"
"sáya","noun","","","","","254"
"sáwsaw","verb","","","","","254"
"sáwsaw","verb","/mag-/; /magpa-…-pa-…-un/","227 stamp, postage. language spoken principally in Agusan, Bohol, Bukidnon, Cebu, Davao, Lanao del Norte, the eastern half of Leyte, Misamis Occidental, Negros, Or iental, Surigao, Zamboanga del Norte, Zamboanga del Sur, and in some to wns in Cotabato. /mag-/ to commit an error, to be at fault.","","/magpa-…-pa-…-un/ to know, to discover, to hear about.","254"
"si bít","noun","","","","","255"
"straight pin.","verb","","","","","255"
"si bín","noun","","","","wash cloth.","255"
"si bát","noun","","","","spear, lance.","255"
"si","particle","","","","","255"
"seysénta","numeral","","","","si xty.","255"
"séys","numeral","","","","si x.","255"
"seténta","numeral","","","","seventy.","255"
"seréno","noun","","","","watchman.","255"
"seremónya","noun","","","","ceremony.","255"
"serbilyéta","noun","","","","","255"
"sérb i","verb","","","","","255"
"serbésa","noun","","","","beer.","255"
"Septyémbre","noun","","","","September.","255"
"séntro","noun","","","","","255"
"sentimós","noun","","","","","255"
"sentábos","noun","","","","","255"
"senádo","noun","","","","","255"
"seménto","noun","","","","","255"
"semána","noun","/mag-,-an/; /mag-,-un/","week. 228 /mag-,-an/ to wipe with a to wel or wash cloth. Ginsibínan ku ang báta’. I wiped the child with a to wel. personal name marker. Si Pédro sya. He is Pedro. table napkin. /mag-,-un/ to serve, to be of service. Nagsérbi si lá sa ng ilímnun.","Nagsérbi si lá sa ng ilímnun.","center, middle.","255"
"síga","noun","","","","glow, shine.","256"
"si dlángan","noun","","","","east.","256"
"síd’ing","verb","","","","","256"
"síkway","verb","","","","","256"
"si kúp","verb","","","","","256"
"si kúp","verb","","","","","256"
"síku","noun","","","","elbow.","256"
"si kréta","noun","","","","detective.","256"
"síkad","verb","","","","","256"
"si búyas","noun","","","","onion.","256"
"síbu’","noun","","","","","256"
"síbu’","verb","","","","","256"
"síbu","noun","","","","","256"
"grease.","verb","/mag-/; /mag-,-un/; /-un/","229 /mag-/ to shine, to give a glow. /mag-,-un/ to peep, to look in for a little while. Nagsíd’ing ang prinsipál sa kwárto sa ng ma’éstra. The principal looked in the room of the teacher. /-un/ to reject, to abandon, to jilt, to leave behind, to cast out. Ginsíkway ni Jáime si Córa. Jaime jilted Cora. /mag-,-un/ to catch with the hands, as of fish.","Ginsikúp ku ang uláng.","I caught the lobster.","256"
"síli","noun","","","","","257"
"eel.","verb","","","","","257"
"sílhig","noun","","","","broom.","257"
"sílaw","adjective","","","","","257"
"sílaw","verb","","","","","257"
"sílak","noun","","","","","257"
"si lá","pronoun","","","","","257"
"si higún","noun","","","","rod.","257"
"si háy","verb","","","","","257"
"si háy","adjective","","","","","257"
"si gúro","adverb","","","","maybe, perhaps.","257"
"sígu","verb","","","","","257"
"sígput","verb","","","","","257"
"sígput","verb","","","sígi","","257"
"si garílyo","noun","","","","cigarette.","257"
"si gahúm","verb","/mag-,-un/; /ma-/; /mag-,-an/","230 /mag-,-un/ to sweep. /ma-/ glaring, extremely shiny, blinding. /mag-,-an/ to shine brightly. rays of the sun, heat of the sun.","","they (third person plural nominal","257"
"si gahúm","pronoun","/mag-/; /-ado/","). /mag-/ to be different, to be in contrast, to separate from. Nagsiháy si Victor sa grúpu. Victor separated from the group. /-ado/ certain, for sure. /mag-/ to fit, to join perfectly.","Nagsígu ang takúp.","The cover fitted well.","257"
"talk continued.","adverb","/mag-,-un/","okay, alright, go ahead. /mag-,-un/ to desire, to hanker after. Nagsigahúm ikáw sa ng mánggad.","Nagsigahúm ikáw sa ng mánggad.","S","257"
"si ní","deictic","","","","","258"
"these.","verb","","","","","258"
"síndi","noun","","","","flame, light.","258"
"si ná’","deictic","","","","","258"
"sín","noun","","","","","258"
"símpun","verb","","","","","258"
"símpli","adjective","","","","","258"
"símbug","verb","","","","","258"
"si mbóryo","noun","","","","","258"
"dome, belfry.","noun","/-han/","","","church.","258"
"símba","verb","","","","","258"
"sílut","verb","","","","","258"
"sílut","verb","","","","","258"
"sílung","noun","","","","","258"
"sílu","adjective","","","","","258"
"/ma-/ square.","verb","","","","","258"
"si líng","noun","","","","","258"
"síli’","adjective","/mag-,-an/; /mag-,-un/","231 /mag-,-an/ to light, to put a match to. Nagsíndi ang táwu sa ng si garílyo. The man lighted a cigarette. those, (far from the speaker). galvanized iron. /mag-,-un/ to join, to be to gether with. Nagsímpun si Élma sa mangá laláki. Elma joined the men. si mple, or dinary.","si mple, or dinary.","/mag-,-un/ to worship, to go to church, to","258"
"sínghut","noun","","","","","259"
"sniff, smell.","verb","","","","","259"
"sínggit","noun","","","","shout.","259"
"si ngkwénta num fifty.","noun","","","","","259"
"síngko","numeral","","","","five.","259"
"síngki’","adjective","","","","","259"
"si ngkamás","noun","","","","turnip.","259"
"síng","particle","","","","","259"
"síng","verb","","","","","259"
"sínyas","noun","","","","","259"
"sínyas","verb","","","","","259"
"sínyal","noun","","","","","259"
"si nú’","verb","","","","","259"
"síntas","noun","","","","","259"
"si nsílyo","noun","","","","","259"
"sínsil","noun","","","","chisel.","259"
"síni","noun","/mag-,-un/; /mag-,-an/","232 /mag-,-un/ to sniff, to smell closely. /mag-,-un/ to shout, to howl. five centavo piece. corny, unaccustomed, unsophisticated. variant of sa ng. /mag-,-an/ to give the cue, to call, to give a hint. Nagsínyas si Wilma sa ákun. Wilma called me.","hint, cue, gesture, si gn.","/mag-,-an/ to make a si gn, to gesticulate, to beacon.","259"
"si rá","noun","","","","lock, bar.","260"
"síp’un","noun","","","","","260"
"síp’un","verb","","","","","260"
"síplat","noun","","","","","260"
"sípit","verb","","","","","260"
"si pílyo","noun","","","","to othbrush.","260"
"si pí’","noun","","","","","260"
"si pála","verb","","","","","260"
"si pák","verb","","","","","260"
"si pák","verb","","","","","260"
"sípa’","noun","","","","","260"
"síngsing","noun","","","","ring.","260"
"si ngít","noun","","","","","260"
"si ngít","verb","","","","","260"
"si ngíl","noun","/mag-,-an/; /-ado/; /magpa-, -pa-…-un/; /mag-,-un/","233 /mag-,-an/ to close, to lock. /-ado/ closed, locked cold, running nose. /magpa-, -pa-…-un/ to steal a look at. Nagpasíplat si José kay María. Jose took a glimpse of Maria. glance, stolen glimpse. /mag-,-un/ to carry under the arm.","Ginsípit ku ang líbro pakádtu sa eskwelahán.","I carried the book under my arm going to school.","260"
"sorbéte","noun","","","","ice cream.","261"
"sopá","noun","","","","couch, sofa.","261"
"soltéro","noun","","","","","261"
"soldádo","noun","","","","soldier.","261"
"sóbre","noun","","","","","261"
"envelope.","verb","","","","","261"
"envelope.","verb","","","","","261"
"envelope.","noun","","","","","261"
"sóbra","adverb","","","","over, too much.","261"
"si yám","numeral","","","","nine.","261"
"síya","noun","","","","chair, sa ddle.","261"
"síwil","noun","","","","","261"
"síwil","verb","","","","","261"
"si ’úd","noun","","","","","261"
"sítyu","noun","","","","","261"
"sítsit","verb","","","","","261"
"si stéma","noun","","","","system.","261"
"sír’um","noun","","","","dark, dusk.","261"
"si rirítan","noun","","","","cricket.","261"
"si rgwélas","noun","/mag-,-un/; /mag-,-an/","234 si ngle man of age fifteen and up. /mag-,-un/ to add to gether, to get the sum. /mag-,-an/ to be more than necessary. lift-over, balance. twig, young sprout. /mag-,-un/ to trap fish, to gather fish from a si ’úd. fish trap, loop.","/mag-,-un/ to trap fish, to gather fish from a si ’úd.","/mag-,-an/ to hiss at, to produce a long","261"
"súk’ay","verb","","","","","262"
"súk’ay","verb","","","","","262"
"súkat","noun","","","","","262"
"súka’","noun","","","","","262"
"vinegar.","verb","","","","","262"
"súka","noun","","","","spew, vomit.","262"
"subúng","adverb","","","","now, like, si milarly.","262"
"súbul","verb","","","","","262"
